gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
4441.683145,0,0.9985326805660916,0.6713725643153334,0.5809014838064497,4441.683145-1,,,,,,,,,,,,,,,
4441.686123,0,0.9553503399153268,0.2769793056382464,0.2795945929254854,4441.686123-0,,,,,,,,,,,,,,,
4441.688151,0,0.8536448686082468,0.6707443534114136,0.5807736566792316,4441.688151-1,,,,,,,,,,,,,,,
4441.69113,0,0.9958442307902513,0.27739946847638036,0.27987263429964304,4441.69113-0,,,,,,,,,,,,,,,
4441.693158,0,0.9674404443932674,0.6705633562621535,0.5809270693477084,4441.693158-1,,,,,,,,,,,,,,,
4441.696136,0,0.9998898115716227,0.27794052802085795,0.27973451361154167,4441.696136-0,,,,,,,,,,,,,,,
4441.698164,0,0.9992354060479928,0.6698685327048134,0.5811200403007819,4441.698164-1,,,,,,,,,,,,,,,
4441.701143,1,0.9999536510849782,0.27713056153880133,0.2792879085902761,4441.701143-0,,,,,,,,,,,,,,,
4441.703171,1,0.8914847143554118,0.6711874916943996,0.5806795000395004,4441.703171-1,,,,,,,,,,,,,,,
4441.706149,1,0.9829203970630898,0.277400783184723,0.2795248889988743,4441.706149-0,,,,,,,,,,,,,,,
4441.708177,1,0.9558625173579771,0.6712929624104431,0.5802520878453912,4441.708177-1,,,,,,,,,,,,,,,
4441.711156,1,0.9999069477513846,0.2782611609266156,0.27963156945057166,4441.711156-0,,,,,,,,,,,,,,,
4441.713184,1,0.9422665991532477,0.6718425151931734,0.5816232794531393,4441.713184-1,,,,,,,,,,,,,,,
4441.716162,1,0.9994311189873132,0.27779522838516807,0.27967134801920646,4441.716162-0,,,,,,,,,,,,,,,
4441.71819,1,0.9987972583339825,0.6714757874020022,0.5817257788801717,4441.71819-1,,,,,,,,,,,,,,,
4441.721169,1,0.9891050225417621,0.27729905966866863,0.27838092494398836,4441.721169-0,,,,,,,,,,,,,,,
4441.723197,1,0.8894826395453541,0.6714403016346472,0.5810955300533471,4441.723197-1,,,,,,,,,,,,,,,
4441.726175,1,0.9993033420312486,0.27771088588682635,0.27811702269240113,4441.726175-0,,,,,,,,,,,,,,,
4441.728203,1,0.9975357014909583,0.6724815079837142,0.5824225256402042,4441.728203-1,,,,,,,,,,,,,,,
4441.731182,1,0.9856736006041253,0.27800480421705326,0.2783731355062159,4441.731182-0,,,,,,,,,,,,,,,
4441.73321,2,0.9965945537400507,0.6721992731712417,0.581221943272662,4441.73321-1,,,,,,,,,,,,,,,
4441.736189,2,0.993577209370262,0.2773551159198044,0.2778125537465148,4441.736189-0,,,,,,,,,,,,,,,
4441.738216,2,0.9859775916393183,0.6728367506029426,0.5819114308524753,4441.738216-1,,,,,,,,,,,,,,,
4441.741195,2,0.999944875312914,0.27686918074269967,0.27849871318647124,4441.741195-0,,,,,,,,,,,,,,,
4441.743223,2,0.9449750578029981,0.6723809557830244,0.5814859307752951,4441.743223-1,,,,,,,,,,,,,,,
4441.746202,2,0.9958408900664968,0.27640316502034956,0.27792899383720815,4441.746202-0,,,,,,,,,,,,,,,
4441.748229,2,0.8254274403625597,0.6744320304576764,0.5817619502304758,4441.748229-1,,,,,,,,,,,,,,,
4441.751208,2,0.9999626207424943,0.27620197698119586,0.27832286733531486,4441.751208-0,,,,,,,,,,,,,,,
4441.753236,2,0.9880800940248406,0.6740914044088772,0.5829260592628382,4441.753236-1,,,,,,,,,,,,,,,
4441.756215,2,0.9829387764837143,0.2762098685313216,0.27734515645251057,4441.756215-0,,,,,,,,,,,,,,,
4441.758242,2,0.8691147219046045,0.6735223661707809,0.582668084549159,4441.758242-1,,,,,,,,,,,,,,,
4441.761221,2,0.9879232941770734,0.27618450824288404,0.276939586296586,4441.761221-0,,,,,,,,,,,,,,,
4441.763249,2,0.9494466883314647,0.6739468454835237,0.5828104556856275,4441.763249-1,,,,,,,,,,,,,,,
4441.766228,3,0.9993119445573919,0.2759847875608714,0.27795492499833807,4441.766228-0,,,,,,,,,,,,,,,
4441.768256,3,0.9858313599012714,0.6743235903205358,0.5841118259298965,4441.768256-1,,,,,,,,,,,,,,,
4441.771234,3,0.9997817077705081,0.2755874828974743,0.2775050156962108,4441.771234-0,,,,,,,,,,,,,,,
4441.773262,3,0.9946962033037463,0.674054761183624,0.5835519649269332,4441.773262-1,,,,,,,,,,,,,,,
4441.776241,3,0.9552946232873222,0.27538372514575077,0.2762051254030816,4441.776241-0,,,,,,,,,,,,,,,
4441.778269,3,0.9266168175075672,0.6748573475017968,0.5846746606432431,4441.778269-1,,,,,,,,,,,,,,,
4441.781247,3,0.9999676562042701,0.27549383701719315,0.27680886373880886,4441.781247-0,,,,,,,,,,,,,,,
4441.783275,3,0.9900819656661104,0.6746417946195904,0.5850763628200562,4441.783275-1,,,,,,,,,,,,,,,
4441.786254,3,0.9999292086006674,0.2752153020952319,0.27621113519349016,4441.786254-0,,,,,,,,,,,,,,,
4441.788282,3,0.9879429529594771,0.6746741564015325,0.5851829927170509,4441.788282-1,,,,,,,,,,,,,,,
4441.79126,3,0.9687032763800495,0.27431689457992275,0.2765002295085134,4441.79126-0,,,,,,,,,,,,,,,
4441.793288,3,0.9970064108097136,0.6760167688898382,0.5847348215352681,4441.793288-1,,,,,,,,,,,,,,,
4441.796267,3,0.9999755766537199,0.27460932842650515,0.27635665126087583,4441.796267-0,,,,,,,,,,,,,,,
