,pupil_timestamp,diameter,confidence,eye_id,sub_id,time,condition
0,15866.919095,28.768899689898767,0.36942643283337656,0,1,0.0,baseline
1,15866.919575,32.698973793490076,0.8768484834671975,1,1,0.0004800000006071059,baseline
2,15866.927163999999,28.762606735384175,0.3919148239576116,0,1,0.00806899999952293,baseline
3,15866.927644,33.25612368110346,0.7797737729549487,1,1,0.008549000000130036,baseline
4,15866.935233000002,28.84045413038219,0.3908701418324078,0,1,0.01613800000268384,baseline
5,15866.935712999999,32.700565593232945,0.8473615543688583,1,1,0.016617999999652966,baseline
6,15866.943302000001,29.029654849778883,0.37724048129692095,0,1,0.02420700000220677,baseline
7,15866.943781999998,32.84282998815204,0.8429779428731926,1,1,0.024686999999175896,baseline
8,15866.951371000001,28.686986184424683,0.44912906103664,0,1,0.0322760000017297,baseline
9,15866.951851,32.906566408460286,0.8893942899888893,1,1,0.032756000000517815,baseline
10,15866.95944,28.295635129159628,0.3759887538941297,0,1,0.04034500000125263,baseline
11,15866.95992,33.07186454508483,0.9136696332482652,1,1,0.040825000000040745,baseline
12,15866.967509,28.98375065433585,0.4778755632112038,0,1,0.04841400000077556,baseline
13,15866.967988999999,32.89852774816022,0.948401404720058,1,1,0.048893999999563675,baseline
14,15866.975578,28.871487660294548,0.3905208757376814,0,1,0.05648300000029849,baseline
15,15866.976058000002,32.705214844798235,0.9065164132995563,1,1,0.056963000002724584,baseline
16,15866.983647,28.798372463594305,0.4250853087255312,0,1,0.06455199999982142,baseline
17,15866.984127000002,32.68384453699673,0.8775216833335158,1,1,0.06503200000224751,baseline
18,15866.991716,28.711936295826078,0.4824824870890195,0,1,0.07262100000116334,baseline
19,15866.992196000001,32.79636761807516,0.8351995101368411,1,1,0.07310100000177044,baseline
20,15866.999785,28.49905203004814,0.3846881617646002,0,1,0.08069000000068627,baseline
21,15867.000265,32.74934246105109,0.8167113458490345,1,1,0.08117000000129337,baseline
22,15867.007854,28.96250671348648,0.4671907749073009,0,1,0.0887590000002092,baseline
23,15867.008334,33.02801408373571,0.8551782047181586,1,1,0.0892390000008163,baseline
24,15867.015922999999,31.630106862957568,0.9983786577665742,0,1,0.09682799999973213,baseline
25,15867.016403,32.933106689862726,0.8711584876719477,1,1,0.09730800000033923,baseline
26,15867.023991999999,29.14627976684113,0.033042801912464774,0,1,0.10489699999925506,baseline
27,15867.024472,33.31417371917226,0.9006947339719991,1,1,0.10537699999986216,baseline
28,15867.032061000002,29.089718205421338,0.3972192410055688,0,1,0.11296600000241597,baseline
29,15867.032541,33.460067070297534,0.8095877159375663,1,1,0.11344600000120408,baseline
30,15867.040130000001,29.08926480456641,0.3422609008267762,0,1,0.1210350000019389,baseline
31,15867.04061,33.34941946847489,0.8404237062184362,1,1,0.12151500000072701,baseline
32,15867.048199,28.610016050621926,0.1905550819891157,0,1,0.12910400000146183,baseline
33,15867.048679,33.25543374397752,0.8882637854100601,1,1,0.12958400000024994,baseline
34,15867.056268,29.9214057367856,0.3110410519195089,0,1,0.13717300000098476,baseline
